id,category
1045,1.0
3726,0.0
2298,0.0
2474,0.0
4020,1.0
1087,1.0
1412,1.0
9237,1.0
1897,1.0
3803,0.0
7053,0.0
4015,1.0
4605,0.0
5140,0.0
2023,1.0
2524,1.0
1374,1.0
4313,0.0
9223,1.0
3401,1.0
5079,1.0
1455,0.0
4547,0.0
4429,0.0
5031,0.0
1703,1.0
976,1.0
2282,0.0
7008,1.0
1364,0.0
709,0.0
1051,0.0
1838,0.0
4442,1.0
5083,1.0
8063,1.0
3010,1.0
584,1.0
1594,0.0
3879,1.0
3998,0.0
1096,0.0
5039,0.0
9118,1.0
1451,0.0
3620,1.0
4143,1.0
3522,1.0
3523,1.0
381,1.0
4362,0.0
227,1.0
3559,1.0
50,1.0
9230,1.0
2411,1.0
1429,0.0
284,0.0
1370,1.0
1346,0.0
1453,0.0
2791,1.0
2835,1.0
2019,0.0
9231,1.0
2293,1.0
7081,1.0
9240,0.0
3560,1.0
5139,1.0
2132,0.0
5247,0.0
2240,0.0
4686,0.0
2184,1.0
1402,0.0
2487,1.0
4394,0.0
4386,0.0
2794,0.0
333,1.0
384,1.0
1768,0.0
3267,0.0
3057,0.0
3006,1.0
321,0.0
2322,1.0
9082,0.0
162,1.0
1192,0.0
3836,1.0
2029,0.0
7083,1.0
5150,1.0
4416,0.0
4553,0.0
9041,0.0
1652,1.0
4273,1.0
3875,1.0
1193,1.0
1316,1.0
2215,0.0
652,1.0
167,1.0
3439,1.0
5178,1.0
9151,1.0
5192,1.0
3159,1.0
2116,1.0
2067,0.0
2291,1.0
140,1.0
359,0.0
1954,0.0
5188,0.0
113,1.0
794,0.0
9106,1.0
185,1.0
3066,0.0
4211,1.0
1099,0.0
3634,1.0
3892,1.0
4626,1.0
2712,1.0
565,1.0
3532,1.0
3460,0.0
3715,1.0
885,1.0
3749,1.0
4370,1.0
3106,0.0
1217,1.0
1069,0.0
3056,1.0
4681,0.0
130,1.0
3333,1.0
4621,1.0
82,1.0
3758,0.0
482,1.0
3173,0.0
2916,0.0
1026,1.0
1696,0.0
3276,1.0
3176,1.0
505,1.0
2462,0.0
470,1.0
1276,0.0
4528,0.0
754,1.0
3209,1.0
1636,1.0
4233,1.0
2595,0.0
1763,0.0
1590,0.0
4326,1.0
1397,1.0
253,1.0
3421,1.0
3915,1.0
8059,1.0
4646,0.0
7054,0.0
3873,1.0
5216,1.0
1375,1.0
320,1.0
4076,1.0
2370,1.0
2520,0.0
977,1.0
2247,1.0
2214,1.0
2089,0.0
4650,0.0
5034,1.0
3140,1.0
2246,1.0
984,1.0
4350,0.0
5086,0.0
1352,0.0
1695,0.0
3697,1.0
2911,1.0
3568,1.0
3835,0.0
302,1.0
3829,1.0
3563,1.0
1474,0.0
2532,0.0
9257,1.0
5042,0.0
2725,1.0
2519,1.0
3216,1.0
209,1.0
2526,0.0
1317,1.0
5242,0.0
2394,1.0
4193,1.0
3724,1.0
3902,0.0
3951,1.0
392,1.0
7068,1.0
4338,0.0
9038,1.0
1321,0.0
4039,0.0
3270,0.0
721,1.0
3271,1.0
9012,1.0
4294,0.0
8071,1.0
3190,0.0
2751,0.0
1842,1.0
3406,1.0
5143,0.0
376,1.0
1239,0.0
5149,0.0
777,1.0
1164,0.0
4356,1.0
2883,1.0
390,1.0
96,1.0
5050,0.0
724,0.0
4047,1.0
2391,0.0
55,0.0
2219,1.0
4203,1.0
405,1.0
1589,0.0
1495,1.0
2639,1.0
1303,1.0
631,1.0
1054,0.0
3158,0.0
3003,1.0
943,1.0
905,1.0
4502,0.0
2258,1.0
3922,1.0
4495,1.0
916,1.0
1479,1.0
2590,0.0
2838,1.0
57,1.0
2756,0.0
891,1.0
2210,1.0
3637,1.0
655,1.0
1686,1.0
1226,0.0
3863,0.0
52,1.0
3685,1.0
2048,1.0
3473,0.0
4617,1.0
3506,0.0
1326,0.0
8037,1.0
3002,1.0
2342,1.0
4115,1.0
990,1.0
4230,1.0
8051,1.0
2848,0.0
5069,1.0
3856,1.0
2333,0.0
397,1.0
1523,0.0
4451,0.0
85,1.0
5025,1.0
1862,0.0
197,1.0
1575,0.0
2556,0.0
3166,1.0
5263,1.0
974,1.0
497,1.0
2080,1.0
4191,1.0
2692,1.0
59,1.0
7089,0.0
7010,1.0
950,1.0
4747,0.0
2238,1.0
2772,0.0
2948,0.0
466,1.0
1114,0.0
9258,1.0
844,1.0
1073,0.0
418,1.0
3466,0.0
3476,0.0
3234,1.0
1006,0.0
4053,1.0
3610,1.0
4317,0.0
4242,1.0
9064,1.0
2104,1.0
594,1.0
462,1.0
492,1.0
4234,1.0
2900,1.0
825,0.0
3385,0.0
3738,1.0
3509,0.0
3363,1.0
847,1.0
9188,1.0
4267,1.0
1168,0.0
3041,1.0
3015,1.0
2399,0.0
2046,0.0
1572,0.0
4431,0.0
339,1.0
1880,1.0
965,1.0
3800,1.0
3036,1.0
3683,0.0
1372,0.0
4530,0.0
3315,1.0
100,1.0
2785,1.0
4266,1.0
136,1.0
3147,1.0
573,1.0
3269,1.0
764,1.0
3364,0.0
121,1.0
5237,1.0
2475,0.0
9227,1.0
3154,1.0
1471,0.0
2109,0.0
2528,0.0
8087,0.0
5278,1.0
643,1.0
3776,0.0
1458,1.0
2701,0.0
3407,0.0
9158,1.0
3226,1.0
5221,0.0
3753,0.0
3572,1.0
5157,1.0
3630,1.0
9066,1.0
914,1.0
4260,1.0
3148,1.0
927,1.0
1952,0.0
810,1.0
1978,0.0
3534,1.0
2874,0.0
4703,1.0
2682,0.0
534,1.0
662,1.0
180,0.0
3918,1.0
3138,1.0
9146,1.0
3298,1.0
2176,0.0
908,1.0
4561,0.0
4539,0.0
2495,1.0
8024,0.0
3341,0.0
9235,1.0
4366,1.0
5054,1.0
4634,1.0
2576,0.0
1228,0.0
1388,1.0
9280,1.0
4206,1.0
832,1.0
1945,0.0
4219,1.0
3962,1.0
1081,1.0
744,1.0
2419,0.0
5249,1.0
3219,0.0
3289,0.0
3377,1.0
1038,1.0
2888,1.0
9179,0.0
1669,1.0
1065,0.0
930,1.0
2187,0.0
5016,0.0
4153,1.0
991,1.0
2350,0.0
3674,1.0
84,1.0
857,0.0
1169,1.0
1555,1.0
158,1.0
638,0.0
3666,0.0
1417,1.0
4223,1.0
2624,0.0
1498,1.0
2170,0.0
4450,0.0
2378,0.0
1869,0.0
3384,0.0
4074,1.0
894,1.0
450,1.0
956,0.0
1985,0.0
2604,1.0
3672,1.0
9147,1.0
4129,1.0
3878,1.0
9251,1.0
3152,1.0
4522,0.0
83,1.0
13,1.0
3517,1.0
5277,1.0
5159,0.0
5148,1.0
3085,1.0
2006,0.0
1273,1.0
4716,0.0
1648,1.0
1356,0.0
9046,1.0
1973,0.0
2395,0.0
2270,1.0
3199,1.0
3457,0.0
1721,0.0
9048,1.0
1840,0.0
2218,1.0
3823,1.0
5203,0.0
9003,1.0
419,1.0
3635,1.0
9113,1.0
3083,0.0
1929,1.0
3808,1.0
730,1.0
1396,1.0
1473,0.0
2628,0.0
2614,0.0
1139,1.0
9028,0.0
4040,1.0
4734,1.0
5197,1.0
2422,0.0
1159,1.0
1852,0.0
291,0.0
2740,0.0
1543,1.0
1095,1.0
979,1.0
3631,1.0
2400,1.0
7062,1.0
3912,1.0
4023,1.0
4012,1.0
1190,1.0
8044,1.0
3847,1.0
4515,0.0
3588,1.0
3498,0.0
4051,0.0
753,1.0
4033,1.0
4060,0.0
5072,0.0
2894,0.0
473,1.0
1595,0.0
2937,0.0
3115,1.0
2943,0.0
3627,1.0
1183,1.0
2799,0.0
3883,1.0
2125,0.0
9052,1.0
2060,0.0
772,1.0
3649,1.0
4303,1.0
887,0.0
3606,1.0
480,1.0
560,1.0
1602,0.0
2226,1.0
2964,1.0
22,1.0
2237,1.0
1511,0.0
1206,0.0
